Achievements,Action,Active sport,Adrenaline sports,Age,Ageing,Alcohol,Alternative,Animated,Appearence and gestures,Art exhibitions,Assertiveness,Biology,Borrowed stuff,Branded clothing,Fear_index,Calculation_973340536937771011,Loneliness2,Number of friends 2,Happiness in life2,Cars,Celebrities,Changing the past,Charity,Cheating in school,Chemistry,Children,Classical music,Comedy,Compassion to animals,Country,"Countryside, outdoors",Criminal damage,Daily events,Dance,Dancing,Dangerous dogs,Darkness,Decision making,Documentary,Dreams,Eating to survive (group),Eating to survive,Economy Management,Education,Elections,Empathy,Energy levels,Entertainment spending (group),Entertainment spending,Fake,Fantasy/Fairy tales,Fear of public speaking,Final judgement,Finances,Finding lost valuables,Flying,Folk,Foreign languages,Friends versus money,Fun with friends,Funniness,Gardening,Gender,Geography,Getting angry,Getting up,Giving (group),Giving,God (group) 1,God (group),God2 (group),God,Happiness in life (group),Happiness in life2 (group),Happiness in life,Health,Healthy eating,Height,Heights,"Hiphop, Rap",History,Horror,House - block of flats,Hypochondria,Interests or hobbies (group),Interests or hobbies,Internet usage,Internet,Judgment calls,Keeping promises,Knowing the right people,Latino,Law,Left - right handed,Life struggles,Loneliness (group),Loneliness2 (group),Loneliness,Loss of interest,Lying,Mathematics,Medicine,Metal or Hardrock,Mood swings,Movies,Music,Musical instruments,Musical,New environment,Number of Records,Number of friends (group),Number of friends 2 (group),Number of friends,Number of siblings,Only child,Opera,PC,Parents' advice,Passive sport,Personality,Pets,Physics,Politics,Pop,Prioritising workload,Psychology,Public speaking,Punctuality,Punk,Questionnaires or polls,Rats,Reading,"Reggae, Ska",Reliability,Religion,Responding to a serious letter,Rock n roll,Rock,Romantic,Sci-fi,Science and technology,Self-criticism,Shopping centres,Shopping,Slow songs or fast songs,Small - big dogs,Smoking,Snakes,Socializing,Spending on gadgets,Spending on healthy eating (group),Spending on healthy eating,Spending on looks,Spiders,Storm,"Swing, Jazz","Techno, Trance",Theatre,Thinking ahead,Thriller,Unpopularity,Village - town,Waiting,War,Weight,Western,Workaholism,Writing notes,Writing
4,4,1,4,20,1,social drinker,3,4,3,3,5,3,4,4,17,not believing god,not lonely,lots of friends,very happy,5,1,2,1,5,1,3,3,4,4,3,3,3,4,4,1,2,2,3,4,2,1,1,5,secondary school,4,5,4,be social,5,1,4,1,1,2,1,1,3,4,2,5,4,1,male,3,3,3,give more,4,Other,not believe in god,Other,1,Other,Other,4,2,3,182,1,4,3,4,block of flats,1,many interests,4,few hours a day,5,5,4,5,2,4,right handed,4,Other,Other,1,2,sometimes,1,2,4,4,5,5,1,3,5,1,4,Other,4,2,no,3,4,3,3,3,4,3,4,3,1,5,3,i am always on time,3,3,2,3,3,4,3,4,1,4,3,5,5,4,3,2,3,3,current smoker,3,3,3,eat healthy,4,3,3,1,3,5,4,4,4,5,city,4,4,88,2,1,2,1
3,5,5,3,21,1,social drinker,5,2,3,1,5,2,4,4,15,not believing god,neutral,neutral,neutral,5,1,3,1,3,1,2,1,3,2,3,4,1,2,3,1,1,1,3,3,4,1,1,3,college/bachelor degree,1,3,5,n,3,1,3,3,1,3,2,1,1,5,3,5,2,1,male,3,3,1,neutral,3,Other,not believe in god,Other,1,3,Other,3,3,4,172,2,3,4,4,block of flats,1,neutral,3,few hours a day,5,5,4,4,1,1,right handed,1,3,Other,3,1,sometimes,4,1,5,2,5,5,1,2,5,1,Other,Other,3,1,no,1,5,2,4,3,1,3,1,3,1,1,3,i am always on time,3,3,1,3,2,3,1,4,4,4,2,5,5,3,2,3,4,3,never smoked,3,4,4,eat healthy,4,3,1,1,2,5,1,5,4,3,city,3,5,68,3,3,1,1
3,4,5,5,22,2,social drinker,1,3,5,3,4,1,4,5,,neutral,not lonely,lots of friends,very happy,5,2,1,2,5,1,3,2,3,3,3,3,4,4,,1,3,2,3,4,3,1,1,4,college/bachelor degree,3,2,4,,,2,3,3,1,3,4,3,1,3,,5,3,1,male,3,2,4,neutral,3,Other,n,Other,3,Other,Other,4,3,4,180,4,5,4,4,block of flats,1,many interests,5,few hours a day,4,4,4,3,3,4,right handed,1,2,Other,2,3,sometimes,,2,1,3,5,5,1,1,4,1,Other,Other,5,2,no,1,3,3,5,3,3,2,3,2,3,2,3,i am always on time,,3,3,2,4,5,3,1,3,3,2,4,4,2,2,3,4,3,tried smoking,4,2,4,eat healthy,5,4,,2,3,5,2,3,5,3,city,4,5,78,3,3,3,1
2,5,5,4,22,3,social drinker,1,1,4,3,4,1,5,5,35,blieving god,neutral,no friends,neutral,5,1,3,3,2,1,4,5,5,4,4,5,5,5,2,1,5,1,4,4,3,Other,5,4,masters degree,5,1,2,not be social,1,1,3,2,5,5,1,5,1,5,1,4,1,1,male,4,3,1,give less,1,Other,believe in god,blieving god,5,3,Other,3,2,3,190,4,5,4,1,block of flats,1,few interests,1,few hours a day,4,5,5,4,1,3,right handed,1,3,Other,3,1,sometimes,1,1,1,5,5,5,5,3,4,1,Other,no friends,2,1,no,4,3,4,2,3,3,1,5,2,5,3,4,i am always on time,1,3,3,1,4,5,2,3,1,1,1,4,2,5,2,3,3,1,tried smoking,4,2,1,eat unhealthy,1,5,3,5,1,2,2,5,1,4,city,2,5,80,5,4,4,3
3,5,5,3,28,2,social drinker,3,5,3,1,4,3,5,1,18,blieving god,not lonely,neutral,very happy,1,3,2,1,2,2,2,3,5,2,1,5,1,3,4,1,1,1,3,4,4,1,1,2,masters degree,5,5,3,be social,4,2,4,2,5,4,2,2,3,5,5,5,4,2,male,2,3,2,give less,1,4,believe in god,blieving god,4,Other,Other,4,2,3,192,3,3,3,4,block of flats,2,few interests,2,few hours a day,5,5,5,3,3,2,right handed,3,2,Other,2,5,sometimes,5,3,5,2,5,5,3,2,4,1,Other,Other,3,1,no,2,5,3,1,4,1,5,2,3,4,4,4,i am always on time,4,3,1,4,2,5,3,3,5,5,3,5,5,2,2,2,4,3,tried smoking,4,2,2,eat healthy,5,3,1,1,1,5,4,4,5,3,city,2,4,105,4,4,3,4
3,5,5,2,21,4,social drinker,1,3,5,2,4,1,3,4,30,blieving god,neutral,neutral,very happy,2,4,3,3,2,1,4,3,5,2,2,2,4,4,2,1,4,3,4,2,3,1,1,3,secondary school,5,3,3,be social,4,4,4,2,3,3,4,3,1,4,4,3,3,2,male,2,3,4,give less,2,4,believe in god,blieving god,4,Other,Other,4,5,3,176,4,2,2,2,block of flats,3,neutral,3,few hours a day,4,3,4,4,3,5,right handed,2,3,Other,3,3,sometimes,2,2,1,4,4,5,1,4,2,1,Other,Other,3,1,no,3,2,4,4,3,3,1,5,3,3,3,2,i am always on time,1,3,3,4,4,4,4,2,2,3,5,4,3,4,3,3,2,3,tried smoking,3,2,3,eat healthy,4,4,2,2,4,1,3,5,4,4,city,2,4,80,1,5,4,1
3,3,5,4,19,1,social drinker,5,4,4,3,3,2,3,1,12,not believing god,neutral,neutral,very unhappy,4,1,5,4,4,3,5,2,5,2,1,2,1,4,3,4,1,1,2,4,3,1,1,5,secondary school,5,4,3,be social,4,1,4,2,3,3,3,1,2,4,5,5,5,1,male,5,1,5,neutral,3,Other,not believe in god,Other,1,Other,very unhappy,2,1,1,194,2,3,4,5,block of flats,1,many interests,5,few hours a day,5,4,5,1,1,2,right handed,1,3,Other,3,1,sometimes,5,1,4,2,5,5,5,1,3,1,Other,Other,3,1,no,1,4,2,5,3,1,4,5,1,1,3,2,i am always on time,5,3,1,1,5,3,1,3,4,5,3,5,4,4,1,1,3,3,tried smoking,1,3,2,eat healthy,4,2,1,1,4,3,2,1,4,5,city,5,5,79,1,1,1,4
2,4,5,2,18,1,social drinker,4,3,3,3,2,3,5,3,31,not believing god,neutral,neutral,neutral,5,2,4,2,5,2,3,3,4,2,2,4,4,5,4,3,5,3,4,3,3,Other,3,4,secondary school,5,4,3,be social,5,3,2,4,3,3,2,1,1,5,3,4,4,2,male,5,3,4,neutral,3,Other,not believe in god,Other,1,3,Other,3,3,2,182,3,3,4,2,block of flats,2,neutral,3,few hours a day,4,2,4,3,3,2,right handed,2,3,Other,3,2,sometimes,3,3,1,3,5,5,3,2,2,1,Other,Other,3,1,no,2,4,3,5,3,2,2,3,2,2,4,5,i am always on time,3,4,4,5,3,4,1,3,4,4,2,4,4,3,4,2,4,2,tried smoking,5,1,4,eat unhealthy,2,3,4,1,3,3,4,2,4,3,city,2,3,63,4,3,3,2
2,4,4,5,20,2,social drinker,4,4,4,3,3,4,2,3,25,blieving god,not lonely,lots of friends,neutral,3,2,3,3,4,2,4,5,4,3,3,5,3,3,4,3,3,3,3,3,3,Other,3,4,secondary school,5,4,3,n,3,2,,2,3,3,3,2,4,4,5,5,4,3,male,5,2,3,neutral,3,Other,believe in god,blieving god,5,3,Other,3,2,2,190,4,3,4,2,block of flats,2,neutral,3,few hours a day,4,4,5,3,3,3,right handed,3,2,Other,2,2,sometimes,3,3,3,2,5,5,4,4,4,1,4,Other,4,1,no,3,3,3,5,3,5,2,4,4,3,4,3,i am always on time,3,2,3,4,4,5,4,3,3,5,3,4,3,4,3,2,3,3,tried smoking,2,3,3,neutral,3,3,2,2,3,3,4,4,4,3,city,4,4,70,3,5,5,2
3,4,3,3,18,2,social drinker,2,4,3,3,5,2,5,4,25,blieving god,neutral,neutral,very happy,4,3,3,4,2,5,4,2,5,5,2,2,1,4,3,3,3,2,2,5,4,Other,2,5,secondary school,4,4,3,n,3,2,3,3,4,3,3,2,1,5,2,3,4,1,male,4,3,5,neutral,3,4,believe in god,blieving god,4,Other,Other,4,4,4,174,3,3,5,3,block of flats,2,many interests,4,few hours a day,4,4,5,4,4,4,right handed,1,3,Other,3,4,sometimes,4,3,1,2,5,5,2,3,3,1,Other,Other,3,1,no,2,3,3,3,4,5,1,4,4,3,4,5,i am always on time,2,4,3,3,3,5,2,2,3,4,5,3,3,3,5,4,3,4,tried smoking,5,3,3,eat healthy,4,3,1,1,3,4,2,5,4,3,city,3,3,64,3,3,4,2
3,5,5,5,20,3,social drinker,5,5,3,1,5,4,5,3,17,blieving god,not lonely,lots of friends,very happy,5,1,2,1,4,4,4,2,5,4,2,4,4,1,4,1,2,2,4,4,4,Other,3,3,secondary school,5,5,5,n,3,1,4,1,3,1,3,1,2,2,5,5,4,1,male,3,3,4,give less,1,4,believe in god,blieving god,4,Other,Other,5,1,4,178,2,2,3,2,block of flats,1,many interests,4,few hours a day,4,5,5,4,2,2,right handed,1,Other,Other,1,4,sometimes,3,2,4,1,5,5,1,2,5,1,Other,Other,5,1,no,1,4,3,2,4,1,4,2,3,2,3,2,i am always on time,5,2,1,2,5,5,1,4,4,5,3,5,5,3,3,3,3,4,tried smoking,1,3,2,eat healthy,4,2,3,1,3,2,1,5,4,2,city,2,4,74,3,3,4,1
2,4,5,5,22,1,social drinker,2,3,4,2,3,3,4,5,20,neutral,not lonely,lots of friends,very happy,3,2,1,2,4,2,5,3,4,3,3,4,2,3,4,2,2,1,2,5,3,1,1,4,secondary school,4,2,5,n,3,1,3,2,4,3,3,1,2,4,3,4,3,3,male,3,2,5,give less,1,Other,n,Other,3,Other,Other,4,3,4,187,2,4,2,2,block of flats,1,many interests,5,few hours a day,5,5,5,4,3,2,right handed,2,Other,Other,1,3,never,5,3,2,2,5,5,2,2,4,1,Other,Other,5,1,no,2,5,3,5,3,1,3,2,4,3,2,4,i am often early,4,2,1,1,,5,1,2,3,4,4,3,5,1,1,2,3,3,never smoked,5,4,5,eat healthy,4,3,1,4,5,3,3,3,4,3,city,3,4,91,4,4,2,1
3,4,2,3,19,3,social drinker,3,5,3,1,4,2,5,1,19,blieving god,very lonely,lots of friends,very happy,3,2,5,2,5,1,4,5,5,5,5,4,2,4,4,2,2,1,4,4,3,Other,4,5,secondary school,5,5,4,n,3,3,5,3,4,4,2,2,4,5,5,5,3,1,male,3,3,3,give more,4,4,believe in god,blieving god,4,Other,Other,4,2,3,182,1,4,4,2,block of flats,1,many interests,4,few hours a day,4,5,4,3,5,2,right handed,3,4,very lonely,4,2,only to avoid hurting someone,3,1,1,5,5,5,1,3,4,1,4,Other,4,1,no,4,4,3,5,3,1,1,3,4,4,4,5,i am often early,2,3,2,2,4,5,2,3,5,5,5,5,5,4,2,2,3,3,former smoker,2,3,4,eat unhealthy,2,2,2,1,4,3,2,4,3,3,city,2,5,80,3,3,5,1
2,4,5,5,18,1,social drinker,4,4,3,2,4,5,5,3,24,not believing god,neutral,lots of friends,neutral,3,1,4,2,5,5,4,5,5,5,2,4,1,3,2,2,3,2,2,4,4,1,1,3,secondary school,4,5,5,be social,4,2,4,4,1,3,3,1,2,4,5,5,5,2,male,3,1,3,give more,4,Other,not believe in god,Other,1,3,Other,3,3,5,192,4,4,4,3,block of flats,1,neutral,3,few hours a day,5,4,5,2,3,3,right handed,2,3,Other,3,5,only to avoid hurting someone,4,5,4,3,,5,1,4,4,1,4,Other,4,1,no,3,5,4,5,3,5,4,2,4,3,4,1,i am often early,3,3,2,3,4,5,1,3,5,5,3,3,4,5,2,2,3,3,former smoker,4,3,2,neutral,3,3,2,1,3,3,3,4,3,5,city,4,4,90,4,3,1,2
4,4,4,5,19,2,social drinker,3,4,3,3,2,3,4,4,19,not believing god,neutral,neutral,very happy,5,1,4,2,4,3,5,3,5,5,2,5,3,1,3,1,4,2,3,3,3,1,1,3,secondary school,1,5,4,be social,4,2,4,2,1,4,5,2,1,5,5,5,5,1,male,3,2,3,give more,4,Other,not believe in god,Other,1,Other,Other,4,4,3,185,1,4,2,3,block of flats,1,neutral,3,few hours a day,4,5,5,1,2,2,right handed,3,3,Other,3,1,only to avoid hurting someone,4,3,1,4,5,5,2,2,5,1,Other,Other,3,2,no,1,5,4,2,4,4,5,1,3,3,3,3,i am often early,1,4,2,2,4,4,1,4,3,3,4,4,5,2,3,3,3,4,tried smoking,1,3,4,eat healthy,4,3,2,1,4,1,4,3,3,4,city,3,2,75,3,3,3,1
3,4,5,3,22,1,social drinker,4,3,2,3,4,2,5,2,13,not believing god,neutral,neutral,very happy,4,1,2,3,2,2,4,5,4,4,3,5,2,5,2,1,1,1,3,4,4,Other,2,3,secondary school,5,4,4,n,3,2,3,2,1,2,3,1,4,5,4,4,3,1,male,4,2,1,give more,4,Other,not believe in god,Other,1,Other,Other,4,3,3,177,2,3,5,4,block of flats,1,neutral,3,few hours a day,4,3,5,3,3,5,right handed,2,3,Other,3,2,only to avoid hurting someone,3,3,3,3,5,5,4,4,3,1,Other,Other,3,1,no,4,4,4,3,3,3,4,5,3,3,2,3,i am often early,2,3,1,5,3,5,1,4,5,5,2,4,5,4,1,2,3,3,tried smoking,1,3,4,eat healthy,5,2,1,2,5,1,4,4,4,4,city,3,4,75,4,5,3,2
3,5,5,5,20,2,social drinker,2,3,4,5,3,3,5,5,17,blieving god,neutral,lots of friends,very happy,5,3,4,1,5,1,5,2,5,5,1,5,2,3,3,3,5,1,5,5,4,Other,2,5,college/bachelor degree,5,2,5,be social,5,2,3,3,3,1,2,1,1,4,3,5,4,1,male,5,4,2,give less,1,4,believe in god,blieving god,4,Other,Other,5,4,3,183,1,5,4,5,block of flats,3,many interests,4,few hours a day,5,5,4,3,2,3,right handed,1,3,Other,3,4,sometimes,5,4,1,2,5,5,2,2,5,1,Other,Other,5,2,no,1,3,5,,4,3,2,4,2,1,5,4,i am often early,2,3,1,1,3,5,3,3,2,2,5,2,3,5,5,4,5,3,current smoker,1,4,3,neutral,3,5,1,1,2,5,3,4,5,2,city,2,5,67,2,2,5,1
3,4,5,5,19,2,social drinker,3,4,3,1,3,1,5,3,15,not believing god,very lonely,no friends,neutral,5,4,5,1,5,1,3,3,4,5,2,4,2,3,3,1,1,1,3,1,3,Other,2,3,secondary school,1,1,3,n,3,3,,2,3,3,,3,1,3,5,5,3,1,male,1,3,3,give more,5,Other,not believe in god,Other,2,3,Other,3,3,3,185,2,5,2,3,block of flats,1,,,few hours a day,5,1,4,3,3,,right handed,1,5,very lonely,5,3,sometimes,1,1,1,3,5,5,1,2,3,1,Other,no friends,1,1,no,2,3,3,4,3,1,1,3,5,2,2,4,i am often early,1,3,1,1,3,5,1,,3,3,,4,1,1,3,5,5,3,former smoker,1,3,3,neutral,3,3,1,1,3,3,1,3,3,4,city,4,3,65,,2,2,1
3,4,5,5,21,3,social drinker,1,2,3,2,3,5,5,5,,not believing god,neutral,no friends,very happy,2,2,3,1,3,3,2,5,5,5,1,5,5,5,1,1,3,1,4,4,3,Other,3,2,secondary school,3,5,5,be social,4,1,2,2,2,3,5,1,1,4,5,5,5,5,male,2,2,3,give more,5,Other,not believe in god,Other,1,Other,Other,4,3,4,185,3,1,3,3,block of flats,1,many interests,5,few hours a day,4,5,4,3,1,3,right handed,1,3,Other,3,5,sometimes,3,3,5,5,4,5,5,1,2,1,Other,no friends,1,1,no,1,3,3,3,3,3,3,5,2,2,3,3,i am often early,2,3,1,2,2,5,5,5,2,3,2,3,4,3,5,4,5,5,former smoker,1,1,3,neutral,3,3,,1,2,1,1,4,2,1,city,1,4,101,3,2,2,1
3,5,5,5,19,2,social drinker,2,3,5,1,4,1,5,2,16,not believing god,very lonely,no friends,very happy,5,5,5,1,5,1,3,3,3,5,2,5,1,2,5,1,1,1,3,2,3,Other,5,4,secondary school,3,1,4,be social,4,5,5,2,1,3,4,3,1,3,5,5,3,1,male,1,3,4,give more,5,Other,not believe in god,Other,1,Other,Other,4,3,3,185,2,5,2,3,block of flats,1,neutral,3,few hours a day,5,4,5,3,1,2,right handed,1,5,very lonely,5,3,sometimes,2,2,1,3,5,5,1,4,3,1,Other,no friends,1,1,no,1,5,3,3,4,1,1,3,2,1,2,3,i am often early,1,3,1,1,2,5,1,3,2,2,4,5,1,4,4,4,1,2,former smoker,1,3,4,eat healthy,5,4,1,2,2,3,1,3,4,3,city,3,3,65,2,1,3,1
3,2,3,4,23,1,social drinker,2,2,2,3,3,2,4,3,17,blieving god,not lonely,neutral,very happy,2,1,3,3,5,1,3,5,5,5,1,5,1,3,2,2,1,2,3,5,4,Other,2,2,secondary school,5,3,3,not be social,2,1,2,4,5,4,3,1,1,3,4,5,5,4,male,2,1,2,give less,2,Other,believe in god,blieving god,5,Other,Other,4,1,4,172,2,5,5,2,block of flats,1,neutral,3,few hours a day,5,3,4,1,2,2,right handed,2,2,Other,2,3,sometimes,2,2,1,2,3,5,3,3,3,1,Other,Other,3,1,no,2,4,3,5,4,4,2,4,1,3,4,5,i am often early,3,2,1,2,4,5,5,2,1,2,2,2,3,3,1,1,3,3,former smoker,2,4,3,eat healthy,5,1,2,1,4,1,3,3,2,2,city,3,2,77,2,2,3,1
2,5,5,5,23,1,social drinker,2,4,5,3,5,1,5,4,18,neutral,not lonely,lots of friends,neutral,5,3,1,4,5,1,3,2,5,4,3,2,1,3,4,1,2,1,1,5,3,Other,2,4,college/bachelor degree,3,4,4,be social,4,1,4,1,4,4,3,1,3,5,3,5,3,1,male,4,3,3,give less,2,Other,n,Other,3,3,Other,3,2,3,170,3,5,5,3,block of flats,1,many interests,5,few hours a day,5,5,4,3,2,5,right handed,2,Other,Other,1,2,sometimes,1,3,1,2,5,5,1,2,5,1,Other,Other,5,1,no,2,3,3,5,3,2,1,4,4,1,2,1,i am often early,3,3,3,3,3,4,2,3,3,4,4,5,5,3,4,5,3,4,never smoked,4,5,4,neutral,3,4,1,1,3,3,3,3,4,4,city,3,5,63,3,1,1,1
3,2,1,3,23,2,social drinker,4,2,2,4,3,2,5,2,15,not believing god,neutral,no friends,very happy,2,1,2,2,2,2,2,4,3,5,2,5,1,4,1,1,1,1,4,3,4,1,1,2,college/bachelor degree,4,3,3,not be social,2,2,2,3,2,4,4,2,2,3,3,4,2,2,male,4,2,2,give less,2,Other,not believe in god,Other,1,Other,Other,5,3,3,175,1,2,3,3,block of flats,2,neutral,3,few hours a day,4,3,4,2,2,1,right handed,3,3,Other,3,3,sometimes,4,2,2,3,5,5,2,1,2,1,Other,no friends,2,1,no,1,4,3,4,3,4,2,4,3,3,2,4,i am often early,4,5,1,4,4,4,1,4,4,4,2,2,3,3,2,2,3,3,never smoked,1,4,2,neutral,3,1,2,1,4,1,2,4,2,3,city,2,3,60,3,5,3,2
2,2,2,1,22,3,social drinker,4,2,4,5,5,3,4,1,15,neutral,neutral,no friends,very happy,2,1,2,2,1,1,3,5,3,1,1,4,1,1,4,1,3,1,3,5,4,Other,2,1,college/bachelor degree,1,4,4,be social,4,2,3,2,2,3,1,1,4,,5,5,2,1,male,4,1,2,give less,2,Other,n,Other,3,Other,Other,5,5,3,190,1,1,5,1,block of flats,2,many interests,5,few hours a day,4,4,5,3,1,1,right handed,2,3,Other,3,2,sometimes,1,5,4,2,5,5,4,1,4,1,Other,no friends,2,1,no,4,5,4,1,4,1,4,2,1,5,5,2,i am often early,1,4,1,5,1,5,3,4,4,2,2,4,4,1,1,1,4,3,never smoked,1,2,3,eat healthy,5,2,1,1,4,5,3,5,4,5,city,4,4,65,5,4,5,5
3,5,4,2,18,3,social drinker,5,4,3,1,3,2,4,2,27,not believing god,very lonely,no friends,very unhappy,4,1,4,1,3,1,2,1,5,4,2,4,3,1,2,1,3,2,4,4,3,Other,2,1,primary school,1,4,3,n,3,3,3,4,2,3,2,3,1,4,2,2,4,1,male,2,3,3,give less,2,Other,not believe in god,Other,1,Other,very unhappy,2,3,3,178,5,1,2,3,block of flats,2,many interests,5,few hours a day,5,3,3,3,1,1,right handed,4,5,very lonely,5,3,sometimes,3,2,5,4,5,5,5,1,3,1,Other,no friends,2,1,no,1,5,3,2,3,1,1,1,1,3,1,5,i am often early,3,1,1,5,2,3,1,3,5,5,3,3,4,3,3,1,3,3,never smoked,2,2,4,neutral,3,2,3,1,5,1,1,3,3,3,city,4,5,70,3,3,3,1
1,4,4,3,21,1,social drinker,3,4,4,4,2,5,5,2,15,not believing god,very lonely,no friends,very unhappy,1,1,5,1,1,5,2,3,5,5,2,5,5,1,3,3,2,1,5,5,2,Other,2,1,secondary school,1,4,2,not be social,1,4,3,5,1,5,4,1,1,3,5,5,2,1,male,3,1,1,give less,1,Other,not believe in god,Other,1,1,very unhappy,1,1,5,180,1,2,3,5,block of flats,1,few interests,1,few hours a day,5,4,5,1,4,1,right handed,1,4,very lonely,4,1,sometimes,1,5,1,4,5,5,3,2,1,1,Other,no friends,1,1,no,2,5,1,4,2,3,4,1,,5,4,5,i am often early,3,4,1,2,2,5,1,4,4,5,3,5,5,5,2,3,2,3,never smoked,1,1,1,eat healthy,5,1,1,1,2,4,4,4,2,3,city,4,5,66,1,3,4,1
2,5,5,4,20,1,social drinker,3,1,4,2,2,1,5,5,27,neutral,very lonely,lots of friends,very happy,2,3,4,3,5,1,2,3,3,1,3,2,2,5,4,1,5,2,3,4,3,1,1,5,college/bachelor degree,5,3,3,n,3,1,1,3,1,4,1,1,2,3,4,4,2,1,male,4,2,1,give less,2,Other,n,Other,3,Other,Other,4,4,4,178,2,3,3,2,block of flats,1,many interests,4,few hours a day,4,5,4,3,1,1,right handed,1,4,very lonely,4,3,sometimes,2,1,4,2,5,2,1,2,4,1,4,Other,4,2,no,1,4,4,5,3,1,1,2,4,4,3,5,i am often early,3,3,3,1,3,5,1,2,4,5,2,1,3,4,5,4,4,2,tried smoking,4,3,4,eat unhealthy,2,4,4,2,2,2,2,5,4,4,city,3,4,75,4,4,2,1
3,5,3,5,20,1,social drinker,4,5,3,3,4,3,3,4,18,blieving god,not lonely,lots of friends,neutral,5,1,4,4,2,1,3,3,5,1,1,5,1,5,3,2,2,2,3,3,4,Other,2,4,college/bachelor degree,5,2,5,n,3,1,2,3,5,3,5,1,2,5,5,5,5,1,male,2,1,2,neutral,3,Other,believe in god,blieving god,5,3,Other,3,2,3,177,1,2,4,2,block of flats,1,neutral,3,few hours a day,5,3,4,4,2,2,right handed,1,2,Other,2,4,sometimes,3,3,3,2,5,5,3,4,3,1,4,Other,4,5,no,1,4,2,5,3,1,1,4,4,3,5,4,i am often early,4,2,2,3,3,4,5,3,4,5,4,4,5,4,3,3,4,3,tried smoking,2,4,1,eat unhealthy,2,3,2,2,3,1,3,3,3,4,city,4,2,67,1,5,1,2
2,3,2,1,21,1,social drinker,4,1,2,2,5,1,5,3,18,not believing god,very lonely,no friends,neutral,4,2,2,1,4,1,1,3,4,4,1,2,2,5,2,1,2,1,3,1,3,1,1,1,secondary school,5,2,1,n,3,2,1,3,1,1,5,1,2,2,5,3,3,1,male,3,2,5,give less,1,Other,not believe in god,Other,1,3,Other,3,2,1,175,4,1,4,1,block of flats,1,few interests,2,few hours a day,5,3,1,1,1,4,right handed,2,4,very lonely,4,1,sometimes,1,1,4,2,5,4,1,1,3,1,Other,no friends,1,1,no,1,5,3,3,4,4,1,5,3,1,2,3,i am often early,4,1,1,4,3,1,1,3,5,5,2,2,3,3,1,1,3,3,tried smoking,3,2,4,eat healthy,4,1,1,1,3,1,2,3,4,5,city,2,3,55,2,1,1,1
2,5,5,4,18,2,social drinker,1,3,5,3,5,5,4,5,23,not believing god,very lonely,neutral,very happy,5,2,5,1,5,5,3,2,4,5,2,4,5,2,4,5,3,1,2,5,3,1,1,1,secondary school,1,4,4,not be social,2,4,2,2,1,2,3,2,1,4,1,5,4,1,male,4,4,3,give less,1,Other,not believe in god,Other,2,Other,Other,4,4,3,184,2,4,5,1,block of flats,1,many interests,4,few hours a day,4,5,3,5,5,3,right handed,2,4,very lonely,4,4,sometimes,1,5,1,3,5,5,1,3,4,1,Other,Other,3,1,no,1,2,4,4,2,4,5,2,5,1,3,1,i am often early,1,1,2,3,3,3,1,3,2,3,1,4,4,3,4,4,4,3,tried smoking,5,4,4,neutral,3,5,3,1,3,4,3,2,3,4,city,1,3,83,4,3,2,1
4,5,5,4,22,1,social drinker,3,4,4,3,4,1,5,4,15,not believing god,neutral,lots of friends,very happy,5,2,2,2,2,2,4,3,5,4,2,3,3,3,4,5,4,2,3,4,3,Other,2,4,secondary school,4,4,5,n,3,1,5,1,3,3,4,1,1,4,4,5,3,1,male,3,2,4,neutral,3,Other,not believe in god,Other,1,Other,Other,4,2,3,177,2,4,3,4,block of flats,1,many interests,5,few hours a day,5,4,4,4,5,4,right handed,2,3,Other,3,3,sometimes,1,1,2,2,5,5,1,3,5,1,Other,Other,5,1,no,3,5,3,4,4,2,2,1,5,3,2,2,i am often early,3,1,1,2,4,4,2,1,4,4,3,5,5,3,1,3,4,1,tried smoking,1,4,3,neutral,3,2,1,1,3,3,2,4,3,3,city,2,3,80,3,4,3,1
5,5,5,5,20,1,social drinker,1,2,5,1,2,2,5,5,21,neutral,neutral,lots of friends,very happy,5,5,4,1,5,1,4,3,5,2,2,3,4,4,5,1,5,1,2,1,4,Other,2,2,secondary school,5,2,5,be social,4,4,2,4,3,3,3,1,1,3,2,5,5,1,male,5,2,5,neutral,3,Other,n,Other,3,Other,Other,4,4,3,180,2,4,1,2,block of flats,1,many interests,5,few hours a day,5,5,5,5,1,4,right handed,2,3,Other,3,3,sometimes,4,1,1,4,5,5,2,2,2,1,4,Other,4,1,no,1,5,3,5,3,3,4,1,4,2,1,5,i am often early,1,2,1,1,2,4,1,5,3,3,3,5,5,3,4,4,3,1,tried smoking,3,2,5,eat healthy,4,5,2,1,2,4,1,5,2,1,city,3,4,57,2,2,4,1
